iu07374sr5,3/25/2010,3/26/2010,1,1
fi5x88il0t,3/25/2010,4/12/2010,18,18
97oxlyiw48,3/26/2010,3/26/2010,0,0
10b1mb478j,3/26/2010,7/24/2010,120,120
1lyrkm20j5,3/26/2010,3/31/2010,5,5
pn4dcb27fv,3/26/2010,4/2/2010,7,7
09i58csdl3,3/27/2010,8/13/2010,139,139
t93kik6s88,3/27/2010,3/27/2010,0,0
m0d85egjx6,3/27/2010,3/27/2010,0,0
kw7qyvlhsq,3/28/2010,3/28/2010,0,0
bbel7f8v5r,3/29/2010,3/29/2010,0,0
lfyel5e7ld,3/29/2010,3/29/2010,0,0
9wcp534m13,3/29/2010,4/2/2010,4,4
6bapkl8rkt,3/29/2010,3/30/2010,1,1
atuisqv42a,3/30/2010,3/31/2010,1,1
8xecy1uwy0,3/30/2010,3/31/2010,1,1
1i36cmzttm,3/30/2010,4/3/2010,4,4
p8caxb7wj5,3/31/2010,4/2/2010,2,2
uhlqaqbtxm,3/31/2010,3/31/2010,0,0
rhuyrip1sb,3/31/2010,4/1/2010,1,1
wpkieepqt7,4/1/2010,4/1/2010,0,0
z26yexgsfv,4/2/2010,6/21/2010,80,80
sy3gvih73c,4/2/2010,4/4/2010,2,2
hpjm8vv5w9,4/3/2010,4/7/2010,4,4
fx525648ad,4/3/2010,4/3/2010,0,0
cge4ibk0nz,4/3/2010,4/7/2010,4,4
2ryibplmo9,4/3/2010,4/5/2010,2,2
s55gicqg1d,4/3/2010,4/3/2010,0,0
n10moy4054,4/4/2010,4/6/2010,2,2
zte1gzuphx,4/4/2010,4/5/2010,1,1
0gv72o0m8o,4/4/2010,4/5/2010,1,1
me2vytofro,4/4/2010,4/4/2010,0,0
nnldd2w28q,4/4/2010,4/12/2010,8,8
m0u1y22mre,4/5/2010,4/5/2010,0,0
oyrfachjsf,4/5/2010,4/5/2010,0,0
adq42kzmnv,12/23/2010,4/6/2010,-261,261
e1bkqw67zo,4/5/2010,4/5/2010,0,0
cb67o81bup,4/5/2010,5/5/2010,30,30
a74it7h6o1,4/5/2010,4/17/2010,12,12
cjcqs9f904,4/5/2010,4/9/2010,4,4
apth1cyrgl,4/5/2010,4/6/2010,1,1
176898y1ju,3/28/2011,4/15/2010,-347,347
u3sw0dbupz,4/6/2010,4/9/2010,3,3
lyu3tx63vx,4/6/2010,4/6/2010,0,0
z70euzgxrv,4/6/2010,4/8/2010,2,2
v83s1e555y,4/7/2010,4/12/2010,5,5
np09txpplp,4/9/2010,4/10/2010,1,1
5pwj8gboju,4/9/2010,4/18/2010,9,9
z6t6a4clp2,4/9/2010,4/13/2010,4,4
gh9wwbnxoy,4/10/2010,4/10/2010,0,0
idh2rya32p,4/10/2010,4/10/2010,0,0
zw2u1zac9z,4/10/2010,4/11/2010,1,1
bc2qzhoy7n,4/10/2010,9/20/2010,163,163
v2x0ms9c62,4/11/2010,4/13/2010,2,2
qfhtg8plvx,4/12/2010,4/13/2010,1,1
5ig7sf3sqk,4/12/2010,4/13/2010,1,1
rohhbyxj69,4/12/2010,4/12/2010,0,0
s1jz5dqklw,4/12/2010,4/19/2010,7,7
ianaom1z9s,4/12/2010,4/12/2010,0,0
9ouah6tc30,4/12/2010,4/12/2010,0,0
uglnad82h8,4/13/2010,4/23/2010,10,10
wostjau9h3,4/13/2010,5/7/2010,24,24
99j6gpdgs6,4/13/2010,4/18/2010,5,5
6wyshxlfix,4/13/2010,2/10/2011,303,303
8yty8d7o3x,4/14/2010,4/15/2010,1,1
mb04lox8tt,11/16/2010,5/4/2011,169,169
bxj29lm4zb,4/14/2010,4/15/2010,1,1
jgg07z5gyt,4/15/2010,4/15/2010,0,0
xgigh8y06s,4/15/2010,4/15/2010,0,0
3mxn0ciqmb,4/17/2010,4/23/2010,6,6
h4pado3m8m,4/17/2010,4/17/2010,0,0
oamfblpxdy,1/15/2014,1/15/2014,0,0
kc0kexyyes,4/17/2010,4/18/2010,1,1
lnd79ajx1i,4/18/2010,5/10/2010,22,22
o13k6i7n0z,4/18/2010,4/19/2010,1,1
yaokln14ut,4/19/2010,10/11/2010,175,175
2h2ekzkxdh,4/20/2010,5/7/2010,17,17
mz965qmz08,4/20/2010,4/22/2010,2,2
1w0zewm9b4,4/20/2010,4/20/2010,0,0
m3p9a0nu6u,4/21/2010,4/22/2010,1,1
lknxzku6sv,4/21/2010,4/24/2010,3,3
e3jegi95l4,4/21/2010,4/4/2011,348,348
i519ro1yxs,4/21/2010,4/22/2010,1,1
m1s2bgq45a,4/21/2010,4/22/2010,1,1
qertqulx4t,4/22/2010,4/22/2010,0,0
j1cseb69ch,4/22/2010,4/23/2010,1,1
61kob9coeg,4/23/2010,6/12/2010,50,50
xediqv77b0,4/23/2010,10/5/2010,165,165
tmkmmrthnb,4/24/2010,4/24/2010,0,0
dbjktqkfk6,4/25/2010,4/28/2010,3,3
nldvcnd6kr,4/25/2010,4/29/2010,4,4
0jkdqwdq3y,4/25/2010,4/28/2010,3,3
l0ecexzzex,4/25/2010,4/25/2010,0,0
rpv2330ciy,4/26/2010,4/27/2010,1,1
j52w6k4rdw,4/26/2010,4/27/2010,1,1
3j8hg0dr04,4/26/2010,4/27/2010,1,1
fd6gb3m1ae,4/26/2010,4/26/2010,0,0
yjrmoqwkfe,4/27/2010,6/1/2010,35,35
wu91cbn838,4/27/2010,5/7/2010,10,10
y4ap3qcqba,4/28/2010,4/29/2010,1,1
fkq0j30vf8,4/28/2010,4/28/2010,0,0
767if1is7y,4/28/2010,4/29/2010,1,1
b5l09ad6aa,4/28/2010,5/5/2010,7,7
2dmuy3lff2,4/29/2010,4/30/2010,1,1
l5uphrvuci,4/29/2010,5/5/2010,6,6
rzhouzy2ok,4/29/2010,4/29/2010,0,0
dfbdp3ozhe,4/29/2010,4/30/2010,1,1
cybxhjg7qs,4/29/2010,7/19/2010,81,81
yh9cw0pkr7,4/29/2010,5/2/2010,3,3
toazhl601h,4/29/2010,5/1/2010,2,2
itcjsfgprl,4/30/2010,5/1/2010,1,1
au7cisk99y,4/30/2010,5/1/2010,1,1
zc18mzhqkl,4/30/2010,10/5/2010,158,158
zn4k34mdym,4/30/2010,5/8/2010,8,8
bu9ee23zgn,4/30/2010,5/4/2010,4,4
g8e3caky7u,5/1/2010,5/1/2010,0,0
q7copkzetz,5/1/2010,5/3/2010,2,2
qcisr5eha6,5/1/2010,5/4/2010,3,3
bbmxnzyipq,5/1/2010,5/8/2010,7,7
anojvlueb5,5/2/2010,5/2/2010,0,0
pp6zqf7ja0,5/2/2010,5/2/2010,0,0
3owq07bxaq,5/2/2010,5/2/2010,0,0
9uzlsl1ppa,5/2/2010,5/2/2010,0,0
nvfuxesr7t,5/2/2010,5/3/2010,1,1
it1xy358ev,5/2/2010,5/3/2010,1,1
k6bwkpywgp,5/2/2010,5/7/2010,5,5
qwh6hotuhx,5/2/2010,5/8/2010,6,6
phq5ic9lq3,5/3/2010,5/5/2010,2,2
25c8bpsw8s,5/3/2010,5/11/2010,8,8
2gcvdulczc,5/3/2010,5/4/2010,1,1
x67fvv1bsb,5/3/2010,5/19/2010,16,16
svwo8gsij4,5/4/2010,5/27/2010,23,23
r4psixs50q,5/4/2010,5/4/2010,0,0
ljisw2oiu0,5/4/2010,5/4/2010,0,0
nh7l8syd9z,5/4/2010,5/8/2010,4,4
uct6dye2ez,5/5/2010,5/12/2010,7,7
ep4jkzkbag,5/5/2010,6/18/2010,44,44
0l6drvk932,5/5/2010,5/5/2010,0,0
ochtz2ywon,5/5/2010,4/25/2011,355,355
86zt3jb8da,5/5/2010,5/6/2010,1,1
4e274ysvkp,5/6/2010,5/14/2010,8,8
eli7c1nc9b,5/6/2010,5/20/2010,14,14
2gm4pei42b,5/6/2010,5/7/2010,1,1
s7fsdaxz6m,5/6/2010,5/15/2010,9,9
226l0nmxgv,5/7/2010,5/8/2010,1,1
6ibnave6s6,5/7/2010,7/3/2010,57,57
wq76ltfifp,5/7/2010,5/11/2010,4,4
2tv75vj0gw,5/8/2010,6/8/2010,31,31
gs1skm17pg,5/8/2010,5/17/2010,9,9
06dciyn7y7,5/8/2010,5/10/2010,2,2
7wytkmyzeg,5/8/2010,5/9/2010,1,1
906fx9unlz,5/8/2010,6/26/2010,49,49
fc5vzq3anq,5/8/2010,5/11/2010,3,3
nljb2ehelq,5/9/2010,5/15/2010,6,6
rj5zb5q780,5/10/2010,5/12/2010,2,2
90kms5pfkj,5/10/2010,5/11/2010,1,1
84t4ngy65k,5/10/2010,5/12/2010,2,2
0vx6x016er,5/10/2010,5/13/2010,3,3
wg0jk96z0u,5/10/2010,5/11/2010,1,1
6da1tizfdl,5/11/2010,5/11/2010,0,0
5ufx1v7i7a,5/11/2010,5/11/2010,0,0
408z640vli,5/11/2010,5/11/2010,0,0
0uy63d3mg6,5/11/2010,5/15/2010,4,4
lluuuvyvay,5/11/2010,5/14/2010,3,3
8mrzpmo3vx,5/12/2010,5/15/2010,3,3
pkaa4gf3uz,5/12/2010,5/12/2010,0,0
l519vf5kvm,5/12/2010,6/17/2010,36,36
c53be5ap9c,5/12/2010,5/19/2010,7,7
zb8z8xkhsp,5/12/2010,5/13/2010,1,1
wbq36esvxu,5/13/2010,5/18/2010,5,5
1bdefxsm1h,5/13/2010,9/7/2010,117,117
lkt3xdlaxk,5/13/2010,5/14/2010,1,1
sdbxrbzx1p,5/13/2010,5/13/2010,0,0
7ze80dojil,5/13/2010,5/15/2010,2,2
8ezdq9ses0,5/14/2010,5/16/2010,2,2
8lfswd0jil,5/20/2010,5/16/2010,-4,4
9067omsah8,5/14/2010,5/14/2010,0,0
t33ehpxgt5,5/14/2010,5/15/2010,1,1
edyofwncru,5/15/2010,5/19/2010,4,4
9e3yf2ozm5,5/15/2010,5/16/2010,1,1
fq2207xetj,5/15/2010,5/15/2010,0,0
5n1ezuhydr,5/15/2010,5/17/2010,2,2
tngi32pr93,5/16/2010,5/18/2010,2,2
1a4nmh681j,5/16/2010,6/5/2010,20,20
mik86147s8,5/16/2010,6/16/2010,31,31
howcg5synt,5/16/2010,11/1/2010,169,169
d22j6g7d7b,5/17/2010,5/21/2010,4,4
yjhdjdiljd,5/18/2010,5/22/2010,4,4
yzy1petaq3,5/18/2010,5/18/2010,0,0
h03acyutc6,5/18/2010,5/19/2010,1,1
utvpff5iao,5/18/2010,5/19/2010,1,1
dc3udjfdij,5/19/2010,6/16/2010,28,28
t6r8fr7i7s,5/19/2010,5/21/2010,2,2
o81jqbp6nz,5/19/2010,5/19/2010,0,0
bd8nmdweio,5/19/2010,5/20/2010,1,1
o93tkul29e,5/19/2010,5/26/2010,7,7
tmwacqy7ie,5/19/2010,8/4/2010,77,77
wphoz0aebe,5/19/2010,5/19/2010,0,0
mut7pml3n3,5/19/2010,5/21/2010,2,2
z0t5mbe64u,5/20/2010,7/5/2010,46,46
1yux9rbgma,5/20/2010,5/20/2010,0,0
wbz4oiyadt,5/21/2010,5/23/2010,2,2
t30mcstvcb,5/21/2010,5/21/2010,0,0
9lxwul0jo3,5/21/2010,2/7/2011,262,262
zr80hpnaki,5/22/2010,5/24/2010,2,2
a2g5u5jgwd,5/22/2010,5/26/2010,4,4
4bd0u3wnr5,5/22/2010,5/22/2010,0,0
2xi65bbybx,5/22/2010,5/23/2010,1,1
ynj6hcwz4y,5/23/2010,5/23/2010,0,0
cczrbc47ec,5/23/2010,11/12/2010,173,173
oitnl6wsnp,5/24/2010,5/24/2010,0,0
3wenu2jg5c,5/24/2010,5/24/2010,0,0
a06yjae4ef,5/24/2010,5/27/2010,3,3
zchyyoof4w,5/24/2010,6/12/2010,19,19
tddv47sf3b,5/25/2010,7/7/2010,43,43
3qnxgopiuo,5/25/2010,5/29/2010,4,4
dr6mejiwru,5/25/2010,5/26/2010,1,1
3chg9747hv,5/25/2010,5/25/2010,0,0
zll1b0vl03,5/25/2010,5/26/2010,1,1
qfzep0tc68,5/25/2010,5/26/2010,1,1
1p5in5ifmz,5/25/2010,6/4/2010,10,10
9f5jybup2w,5/26/2010,6/3/2010,8,8
ie6g3f40j4,5/26/2010,6/1/2010,6,6
tvefk1wu97,5/26/2010,6/1/2010,6,6
njw449p8cw,5/27/2010,5/31/2010,4,4
0shacmqlq0,5/27/2010,5/27/2010,0,0
kzlluh7spc,5/27/2010,6/23/2010,27,27
p7vjr2na0h,5/27/2010,5/27/2010,0,0
el9gnrfdum,5/27/2010,6/8/2010,12,12
pteik4rjuq,5/27/2010,5/27/2010,0,0
2dn308ks6p,5/27/2010,5/28/2010,1,1
xfzcswol51,5/27/2010,5/27/2010,0,0
x3cadgt8vu,5/27/2010,5/30/2010,3,3
a0baqtj6f7,5/27/2010,5/29/2010,2,2
63jyh0klbj,5/28/2010,6/6/2010,9,9
avuypejhzs,5/28/2010,5/28/2010,0,0
sloth6vmuc,5/28/2010,6/1/2010,4,4
o2ox5tb0x1,5/28/2010,5/28/2010,0,0
hvouxvvk6r,5/30/2010,6/2/2010,3,3
o3kcez6xfc,5/31/2010,5/31/2010,0,0
us4akkhwm5,5/31/2010,6/5/2010,5,5
ibkr6a0y80,5/31/2010,6/2/2010,2,2
dvr1tddjv7,6/1/2010,6/4/2010,3,3
ihirecq3eo,6/1/2010,6/1/2010,0,0
n9ileuohqv,6/1/2010,6/12/2010,11,11
dc8sqj3ln5,6/1/2010,6/2/2010,1,1
m4dqjjm9cx,6/2/2010,5/30/2011,362,362
f0i4e3xq2c,6/2/2010,6/4/2010,2,2
kzruiyuwu7,6/2/2010,6/3/2010,1,1
v6m5j1lnx2,6/2/2010,6/5/2010,3,3
a6s48a6cr0,6/3/2010,6/3/2010,0,0
adfobbsbef,6/3/2010,6/6/2010,3,3
wvv69fd8qw,6/3/2010,6/3/2010,0,0
gk1qldi3hh,6/3/2010,6/8/2010,5,5
4q8lj72iqg,6/3/2010,6/7/2010,4,4
u4lhdk649g,6/3/2010,6/3/2010,0,0
5iodjdt05s,6/3/2010,6/4/2010,1,1
jk5hktjcp0,6/3/2010,6/3/2010,0,0
fs5mebpx5y,6/3/2010,6/4/2010,1,1
s0a273hide,6/4/2010,7/24/2010,50,50
0c9w58j6kf,6/4/2010,6/4/2010,0,0
b8irh2o66c,6/4/2010,6/5/2010,1,1
774et6r68m,6/5/2010,7/29/2010,54,54
pijjat7j5w,6/5/2010,6/12/2010,7,7
1n5s0yu0z6,6/5/2010,6/7/2010,2,2
ijc8ct3tyk,6/6/2010,6/6/2010,0,0
ft72xr83u4,6/6/2010,6/7/2010,1,1
dz3jlbj0q5,6/6/2010,6/7/2010,1,1
dyd3vnbe76,6/6/2010,6/7/2010,1,1
1kmpwpp5ux,6/6/2010,6/7/2010,1,1
n63v9tbrle,6/7/2010,6/11/2010,4,4
u8on5xnzls,6/7/2010,5/17/2011,344,344
7seasu68eo,6/7/2010,6/7/2011,365,365
b6cmo8wnl3,6/9/2010,6/8/2011,364,364
kxhdsabccn,6/9/2010,6/12/2010,3,3
d7isb14v9f,6/9/2010,7/2/2010,23,23
vurgao3oct,6/10/2010,6/14/2010,4,4
6xzz0x076n,6/10/2010,10/4/2010,116,116
tbuo31ve87,6/10/2010,6/10/2010,0,0
bz2fkslpqe,6/10/2010,6/15/2010,5,5
wlrovw82h2,6/11/2010,7/30/2010,49,49
86ottnd6j5,6/12/2010,7/11/2010,29,29
a8yz53lr1m,6/13/2010,6/17/2010,4,4
8f9aup8lrk,6/13/2010,6/13/2010,0,0
jrevzwfo9o,6/13/2010,6/13/2010,0,0
fp5jmegi20,6/13/2010,6/13/2010,0,0
s8wb7qdjqc,6/14/2010,6/18/2010,4,4
0fejnu3m6n,6/14/2010,6/14/2010,0,0
cqvzpdssvb,6/14/2010,7/15/2010,31,31
g7es6gx0dg,6/14/2010,6/17/2010,3,3
ttl2f5kp8y,6/14/2010,6/15/2010,1,1
85w2qa2cv5,6/15/2010,6/16/2010,1,1
d0vicidnvy,6/15/2010,4/13/2011,302,302
xrqbkhh02j,6/15/2010,6/15/2010,0,0
d3myybjbwe,6/15/2010,6/16/2010,1,1
44nf02pdd3,6/16/2010,6/16/2010,0,0
1zjljmw3fq,6/16/2010,7/9/2010,23,23
jsbz7e660c,6/16/2010,7/8/2010,22,22
bk5jqskk1v,6/16/2010,6/19/2010,3,3
oozck2brpp,6/16/2010,6/16/2010,0,0
wbx1se9fw8,6/16/2010,6/19/2010,3,3
7sra71uhn0,6/16/2010,6/17/2010,1,1
ieq72gy08r,6/16/2010,6/20/2010,4,4
9xkmpjlkqb,6/17/2010,6/17/2010,0,0
ejjgt1egne,6/17/2010,6/17/2010,0,0
gy6xm24sxy,6/17/2010,7/6/2010,19,19
w6juc7n2rd,6/17/2010,6/20/2010,3,3
fziyzobpfi,6/19/2010,6/25/2010,6,6
jd2rvmhc87,6/19/2010,6/22/2010,3,3
dj3m3z3ax5,6/20/2010,6/21/2010,1,1
n2whg38rj7,6/20/2010,6/20/2010,0,0
b4qgwhgi9j,6/20/2010,6/21/2010,1,1
ihyj1lw52r,6/21/2010,6/22/2010,1,1
g3evpkicfq,6/21/2010,6/28/2010,7,7
clf2rlbeqg,6/22/2010,7/5/2010,13,13
ig3y6qd6zl,6/22/2010,6/22/2010,0,0
137ycjj201,6/23/2010,6/23/2010,0,0
5v3my95u9r,6/23/2010,6/23/2010,0,0
vwwz281d6u,6/23/2010,6/23/2010,0,0
qmik8ghvzl,6/23/2010,6/23/2010,0,0
41ajlsc0np,6/23/2010,7/31/2010,38,38
r70z39j5h4,6/23/2010,6/25/2010,2,2
6sndaew6fo,6/23/2010,6/24/2010,1,1
qt28zv3bve,6/24/2010,6/25/2010,1,1
jp5o4023bl,6/24/2010,6/25/2010,1,1
rajsdmlxs7,6/24/2010,6/25/2010,1,1
bdm2l1azts,4/20/2012,5/18/2011,-338,338
wstbpyedb7,6/25/2010,9/22/2010,89,89
w3z31ny4cw,6/25/2010,6/25/2010,0,0
0hq4u2z2om,6/25/2010,6/25/2010,0,0
jg17rpei5j,6/25/2010,6/27/2010,2,2
